area_name,year,quarter,time_period,rent_growth,population_growth,housing_completions,rent_level,ppi_dublin_all,ppi_nat_ex_dublin_all,ppi_national_all,mortgage_loan_book_n,arrears_90d_n,arrears_720d_n,arrears_90d_rate,arrears_720d_rate,log_housing_completions,log_rent_level,log_ppi_national,log_ppi_dublin,completions_per_100_loans,rent_level_lag_4,rent_level_growth_yoy,pred_arrears_90d_n,pred_arrears_90d_rate,pred_rent_level,pred_housing_stress,pred_housing_stress_score,cluster,cluster_label,predicted_classification_glm,rent_growth_score_x,population_growth_score_x,rent_level_score_x,arrears_score_x,completions_score_x,top_driver_tuples,dominant_model_driver,top_3_model_drivers,factual_explanation,semi_factual_explanation,counterfactual_explanation,llm_context_summary,topic_tags,entity_type,source_dataset,counterfactual_precise
Carlow,2018,1,2018Q1,7.174631139,1.215277778,855.0827136,774.45,29.35833333,27.10833333,29.14166667,250,35,7,0.14,0.028,6.752367,6.6521531,3.372168994,3.379576436,342.0330854,,,49.38456552,0.197538262,1045.84562,206.5945262,42.82050624,0,High pressure growth areas,Stable,21.23378897,13.89887349,22.72420332,24.41698953,68.74348418,"[('limited housing supply', 68.74348417544405), ('arrears risk', 24.41698953194562), ('rent level', 22.724203320845483)]",limited housing supply,"limited housing supply, arrears risk, rent level","Carlow (2018Q1) is estimate to be in Stable with a housing stress score of 42.8. The dominant driver is limited housing supply. Key signals are rent growth of 7.2%, population growth of 1.2%, housing completions of 855, estimate rent level of 1046, and estimate arrears rate of 0.198. Top drivers: limited housing supply, arrears risk, rent level.","Carlow (2018Q1) sits close to a lower-pressure scenario. If housing completions were moderately higher, the area would likely show some reduction in housing stress, even if it remained in Stable.","To move Carlow (2018Q1) from Stable to Lower pressure, the model suggests improving supply conditions. A practical counterfactual is a meaningful increase in completions or a reduction in supply bottlenecks. The current stress score of 42.8 would need to fall by about 17.8 points.",Carlow 2018Q1 | class=Stable | stress_score=42.8 | pred_arrears_rate=0.198 | pred_rent_level=1046 | rent_growth=7.2 | population_growth=1.2 | housing_completions=855 | cluster=High pressure growth areas | dominant_driver=limited housing supply,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Carlow (2018Q1) down from Stable, the model suggests a reduction of about 17.8 stress-score points. A model-based counterfactual is to reduce rent growth by 2401.86 percentage points (about 33477.1% relative to current rent growth) OR increase population growth by 94.99 percentage points (about 7815.9% relative to current population growth) OR reduce housing completions by 100.0%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,188,49,30,0.260638298,0.159574468,7.124346458,7.383890074,3.39142759,3.369305304,660.0193138,1609.84,0,37.91440601,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,57.73707322,43.13604253,"[('rent level', 100.0), ('arrears risk', 57.73707322240975), ('rent growth', 52.06207566925595)]",rent level,"rent level, arrears risk, rent growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, arrears risk, rent growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,188,49,30,0.260638298,0.159574468,7.124346458,7.383890074,3.39142759,3.369305304,660.0193138,1609.84,0,301.5001967,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,57.73707322,43.13604253,"[('rent level', 100.0), ('arrears risk', 57.73707322240975), ('rent growth', 52.06207566925595)]",rent level,"rent level, arrears risk, rent growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, arrears risk, rent growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,188,49,30,0.260638298,0.159574468,7.124346458,7.383890074,3.39142759,3.369305304,660.0193138,1609.84,0,301.5001967,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,57.73707322,43.13604253,"[('rent level', 100.0), ('arrears risk', 57.73707322240975), ('rent growth', 52.06207566925595)]",rent level,"rent level, arrears risk, rent growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, arrears risk, rent growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,188,49,30,0.260638298,0.159574468,7.124346458,7.383890074,3.39142759,3.369305304,660.0193138,1609.84,0,301.5001967,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,57.73707322,43.13604253,"[('rent level', 100.0), ('arrears risk', 57.73707322240975), ('rent growth', 52.06207566925595)]",rent level,"rent level, arrears risk, rent growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, arrears risk, rent growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,430.5705151,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,430.5705151,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,430.5705151,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,37.91440601,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,37.91440601,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,37.91440601,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,301.5001967,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,301.5001967,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,3,2018Q3,8.179153508,1.598224195,1240.83631,1609.84,29.05833333,28.40833333,29.70833333,1495,139,41,0.092976589,0.027424749,7.124346458,7.383890074,3.39142759,3.369305304,82.99908428,1609.84,0,301.5001967,0.201672372,1103.672475,222.5802463,68.30158188,2,Expanding high-demand markets,High pressure,52.06207567,50.21138303,100,15.40605189,43.13604253,"[('rent level', 100.0), ('rent growth', 52.06207566925595), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q3) is estimate to be in High pressure with a housing stress score of 68.3. The dominant driver is rent level. Key signals are rent growth of 8.2%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1104, and estimate arrears rate of 0.202. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q3) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q3) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.3 would need to fall by about 3.3 points.",Dublin 2018Q3 | class=High pressure | stress_score=68.3 | pred_arrears_rate=0.202 | pred_rent_level=1104 | rent_growth=8.2 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q3) down from High pressure, the model suggests a reduction of about 3.3 stress-score points. A model-based counterfactual is to reduce rent growth by 103.69 percentage points (about 1267.7% relative to current rent growth) OR increase population growth by 4.10 percentage points (about 256.6% relative to current population growth) OR reduce housing completions by 82.1%."
Dublin,2018,4,2018Q4,7.456174984,1.598224195,1240.83631,1609.84,27.98333333,27.69166667,28.80833333,2166,469,238,0.216528163,0.109879963,7.124346458,7.383890074,3.360664697,3.331609095,57.28699492,1609.84,0,427.0585584,0.197164616,1053.732495,207.7587627,68.8168236,2,Expanding high-demand markets,High pressure,52.21851899,50.21138303,100,49.54426297,43.13604253,"[('rent level', 100.0), ('rent growth', 52.218518994005514), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q4) is estimate to be in High pressure with a housing stress score of 68.8. The dominant driver is rent level. Key signals are rent growth of 7.5%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1054, and estimate arrears rate of 0.197. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q4) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q4) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.8 would need to fall by about 3.8 points.",Dublin 2018Q4 | class=High pressure | stress_score=68.8 | pred_arrears_rate=0.197 | pred_rent_level=1054 | rent_growth=7.5 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q4) down from High pressure, the model suggests a reduction of about 3.8 stress-score points. A model-based counterfactual is to reduce rent growth by 130.31 percentage points (about 1747.7% relative to current rent growth) OR increase population growth by 5.15 percentage points (about 322.5% relative to current population growth) OR reduce housing completions by 88.5%."
Dublin,2018,4,2018Q4,7.456174984,1.598224195,1240.83631,1609.84,27.98333333,27.69166667,28.80833333,2166,469,238,0.216528163,0.109879963,7.124346458,7.383890074,3.360664697,3.331609095,57.28699492,1609.84,0,427.0585584,0.197164616,1053.732495,207.7587627,68.8168236,2,Expanding high-demand markets,High pressure,52.21851899,50.21138303,100,49.54426297,43.13604253,"[('rent level', 100.0), ('rent growth', 52.218518994005514), ('population growth', 50.211383026937675)]",rent level,"rent level, rent growth, population growth","Dublin (2018Q4) is estimate to be in High pressure with a housing stress score of 68.8. The dominant driver is rent level. Key signals are rent growth of 7.5%, population growth of 1.6%, housing completions of 1241, estimate rent level of 1054, and estimate arrears rate of 0.197. Top drivers: rent level, rent growth, population growth.","Dublin (2018Q4) is near a lower-pressure scenario. A modest improvement in the main pressure driver would reduce the estimate stress score, even if the county remained in High pressure.","To move Dublin (2018Q4) from High pressure to Watchlist, the model suggests improving the dominant pressure driver. The current stress score of 68.8 would need to fall by about 3.8 points.",Dublin 2018Q4 | class=High pressure | stress_score=68.8 | pred_arrears_rate=0.197 | pred_rent_level=1054 | rent_growth=7.5 | population_growth=1.6 | housing_completions=1241 | cluster=Expanding high-demand markets | dominant_driver=rent level,"housing pressure, rents, arrears, supply, population growth",county,signals+rents+ppi+arrears+glm,"To move Dublin (2018Q4) down from High pressure, the model suggests a reduction of about 3.8 stress-score points. A model-based counterfactual is to reduce rent growth by 130.31 percentage points (about 1747.7% relative to current rent growth) OR increase population growth by 5.15 percentage points (about 322.5% relative to current population growth) OR reduce housing completions by 88.5%."
